MFTID,Consignment Note Number,Consignment Date,Profile Name,Carrier Code,ServiceRequired,ServiceType,Sender Ref,Receiver Ref,Charge Code,Charge Name,Charge Addr1,Charge Addr2,Charge Suburb,Charge City,Charge Postal Code,Charge State,Charge Phone,Sender Code,Sender Name,Sender Addr1,Sender Addr2,Sender Suburb,Sender City,Sender Postal Code,Sender State,Sender Phone,Email Docs To,Receiver Code,Receiver Name,Receiver Addr1,Receiver Addr2,Receiver Suburb,Receiver City,Receiver Postal Code,Receiver State,Receiver Phone,Delivery Instructions,Total Number of Chep,Total Number of Loscam,Delivery Bookin,Bookin Required Date,Bookin From Time,Bookin To Time,Bookin Reference,Filler,Filler.1,Filler.2,Filler.3,Filler.4,Line Number,STC,Number of Items,Description/Product Code,Cust DG Ref,Commodity,Height,Width,Length,M3,KG,Notification  Email  Addresses,Email Notification Types
1370981,CDL573342,,,MF,M2H,LCL,"7 Piece Set, Brown ",#7891/36NZ Hickstead 7 piece Aluminium Sofa Set #36,CONDOOR14,,,,,,,,,CONDOOR14,,,,,,,,09 526 5098,,,John Doe,20A Burnham Street,,SEATOUN,WELLINGTON,6022,,0000000000, ,,,Not Required,,,,,,,,,,,,3,"Hickstead 7 piece Aluminium Sofa Set #36(7 Piece Set, Brown )",,,84.72,84.72,113,0.811,90.8,johndoe@example.com,PickedUp;OnDeliveryVehicle
